id,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
3338,male,24,197.0,96.0,4.0,71.0,38.5,5.0
3339,male,55,183.0,81.0,6.0,93.0,39.5,30.0
3340,male,29,188.0,99.0,21.0,104.0,40.7,126.0
3341,male,46,187.0,88.0,3.0,80.0,38.5,9.0
3342,male,38,188.0,88.0,12.0,92.0,39.9,55.0
3343,female,56,157.0,56.0,28.0,105.0,40.8,183.0
3344,male,28,199.0,96.0,16.0,97.0,40.5,73.0
3345,female,55,156.0,53.0,30.0,111.0,40.8,212.0
3346,male,55,183.0,87.0,23.0,97.0,40.9,136.0
3347,male,51,192.0,92.0,8.0,87.0,39.6,34.0
3348,male,64,174.0,80.0,25.0,106.0,40.9,191.0
3349,female,51,161.0,65.0,24.0,110.0,40.8,168.0
3350,female,41,152.0,50.0,28.0,100.0,41.0,164.0
3351,female,23,173.0,71.0,20.0,100.0,40.3,107.0
3352,male,44,180.0,82.0,25.0,99.0,40.8,141.0
3353,male,42,201.0,99.0,25.0,99.0,40.7,152.0
3354,female,21,172.0,69.0,5.0,81.0,39.0,17.0
3355,male,62,194.0,105.0,8.0,92.0,39.4,48.0
3356,female,30,163.0,62.0,27.0,112.0,40.8,185.0
3357,female,79,160.0,61.0,12.0,87.0,40.2,59.0
3358,female,44,152.0,51.0,4.0,92.0,38.9,19.0
3359,male,55,183.0,93.0,2.0,83.0,38.1,6.0
3360,female,52,164.0,59.0,28.0,109.0,40.9,194.0
3361,male,49,177.0,80.0,18.0,101.0,40.4,111.0
3362,female,25,166.0,64.0,28.0,105.0,40.7,170.0
3363,male,45,179.0,82.0,24.0,104.0,40.5,155.0
3364,male,30,191.0,99.0,14.0,94.0,40.3,64.0
3365,male,58,180.0,80.0,13.0,93.0,39.9,67.0
3366,male,43,185.0,92.0,18.0,91.0,40.1,84.0
3367,female,33,157.0,57.0,6.0,87.0,39.4,26.0
3368,female,46,159.0,55.0,19.0,99.0,40.3,106.0
3369,female,40,161.0,59.0,27.0,106.0,41.1,171.0
3370,female,31,166.0,65.0,16.0,100.0,40.3,85.0
3371,female,52,176.0,79.0,7.0,86.0,39.2,29.0
3372,male,47,183.0,85.0,16.0,92.0,40.2,82.0
3373,male,29,187.0,88.0,30.0,106.0,40.8,178.0
3374,female,30,183.0,77.0,20.0,103.0,40.5,110.0
3375,male,46,191.0,89.0,7.0,84.0,39.7,25.0
3376,male,40,186.0,88.0,9.0,87.0,40.1,33.0
3377,female,37,161.0,67.0,8.0,86.0,39.7,32.0
3378,male,20,187.0,86.0,2.0,79.0,38.2,3.0
3379,male,34,206.0,81.0,27.0,109.0,40.7,183.0
3380,female,28,161.0,54.0,22.0,94.0,40.6,106.0
3381,female,40,174.0,71.0,2.0,85.0,38.3,8.0
3382,male,23,183.0,81.0,28.0,110.0,40.9,176.0
3383,male,34,179.0,86.0,4.0,85.0,38.9,11.0
3384,female,41,159.0,59.0,26.0,114.0,40.8,190.0
3385,female,45,158.0,61.0,11.0,91.0,40.0,53.0
3386,male,24,174.0,77.0,9.0,75.0,39.8,10.0
3387,female,22,166.0,65.0,16.0,93.0,40.3,71.0
3388,female,21,162.0,55.0,6.0,81.0,39.1,20.0
3389,male,21,170.0,71.0,29.0,102.0,40.9,138.0
3390,male,24,187.0,89.0,18.0,99.0,40.2,79.0
3391,female,40,147.0,54.0,2.0,77.0,38.0,6.0
3392,female,30,171.0,65.0,14.0,90.0,40.4,59.0
3393,female,44,162.0,56.0,25.0,111.0,40.8,174.0
3394,male,32,194.0,91.0,23.0,98.0,40.8,120.0
3395,female,64,153.0,54.0,16.0,96.0,40.4,90.0
3396,male,67,186.0,86.0,26.0,100.0,40.7,172.0
3397,male,50,189.0,91.0,24.0,108.0,40.9,183.0
3398,male,39,174.0,79.0,19.0,104.0,40.7,115.0
3399,male,54,169.0,71.0,8.0,83.0,39.6,27.0
3400,male,51,200.0,110.0,3.0,79.0,38.7,10.0
3401,male,24,184.0,84.0,18.0,104.0,40.6,92.0
3402,female,47,169.0,69.0,24.0,106.0,40.9,155.0
3403,female,38,167.0,61.0,2.0,82.0,38.1,8.0
3404,female,71,169.0,65.0,20.0,104.0,40.7,127.0
3405,male,25,197.0,97.0,14.0,93.0,40.0,57.0
3406,female,37,165.0,58.0,7.0,80.0,39.3,24.0
3407,male,23,186.0,83.0,10.0,92.0,40.1,39.0
3408,male,55,182.0,84.0,25.0,109.0,41.0,195.0
3409,female,54,159.0,61.0,7.0,84.0,39.5,30.0
3410,female,42,168.0,66.0,3.0,78.0,38.7,9.0
3411,male,25,181.0,84.0,27.0,107.0,40.8,164.0
3412,male,21,180.0,79.0,20.0,98.0,40.3,89.0
3413,male,29,181.0,84.0,26.0,104.0,40.6,151.0
3414,female,21,164.0,67.0,25.0,104.0,40.6,145.0
3415,female,23,175.0,68.0,2.0,89.0,38.1,7.0
3416,male,45,187.0,88.0,4.0,85.0,39.1,15.0
3417,male,26,180.0,80.0,28.0,110.0,40.8,181.0
3418,male,79,196.0,95.0,27.0,114.0,40.9,265.0
3419,female,52,161.0,61.0,29.0,110.0,41.0,204.0
3420,male,48,192.0,90.0,11.0,91.0,40.0,53.0
3421,female,49,171.0,60.0,16.0,90.0,40.3,77.0
3422,female,38,171.0,70.0,26.0,107.0,40.9,161.0
3423,male,51,189.0,93.0,10.0,84.0,39.7,35.0
3424,male,29,173.0,78.0,12.0,91.0,39.9,48.0
3425,male,21,187.0,90.0,9.0,90.0,39.7,30.0
3426,female,27,155.0,54.0,18.0,101.0,40.5,101.0
3427,female,43,168.0,63.0,13.0,87.0,40.2,56.0
3428,female,40,161.0,56.0,27.0,110.0,40.9,188.0
3429,male,32,179.0,79.0,28.0,109.0,40.7,178.0
3430,male,29,183.0,84.0,5.0,84.0,39.1,15.0
3431,female,38,166.0,63.0,11.0,92.0,39.9,52.0
3432,male,64,193.0,98.0,29.0,110.0,40.7,246.0
3433,female,28,163.0,62.0,6.0,81.0,39.3,21.0
3434,male,45,179.0,84.0,10.0,91.0,39.9,47.0
3435,female,27,167.0,64.0,27.0,105.0,40.6,157.0
3436,female,50,160.0,63.0,10.0,95.0,40.0,55.0
3437,female,54,161.0,65.0,25.0,106.0,40.7,164.0
3438,male,33,177.0,82.0,14.0,99.0,40.2,73.0
3439,male,39,192.0,92.0,5.0,85.0,39.3,18.0
3440,female,63,170.0,70.0,10.0,93.0,39.9,53.0
3441,female,64,155.0,59.0,5.0,86.0,38.7,21.0
3442,male,59,180.0,83.0,16.0,92.0,40.2,86.0
3443,male,53,185.0,88.0,22.0,95.0,40.5,120.0
3444,female,44,159.0,62.0,24.0,92.0,40.7,118.0
3445,male,43,189.0,90.0,13.0,96.0,40.2,68.0
3446,male,40,178.0,78.0,2.0,78.0,38.5,5.0
3447,male,28,193.0,99.0,13.0,91.0,40.2,54.0
3448,female,21,169.0,69.0,2.0,93.0,38.0,10.0
3449,female,26,176.0,72.0,22.0,99.0,40.5,116.0
3450,male,47,184.0,85.0,7.0,87.0,39.3,27.0
3451,female,28,161.0,56.0,2.0,74.0,38.3,5.0
3452,male,24,182.0,84.0,16.0,91.0,40.2,54.0
3453,female,75,164.0,64.0,6.0,90.0,39.3,31.0
3454,male,34,187.0,93.0,27.0,93.0,40.7,114.0
3455,female,23,173.0,71.0,17.0,102.0,40.2,90.0
3456,female,73,158.0,60.0,11.0,86.0,39.9,54.0
3457,female,29,163.0,60.0,25.0,104.0,40.8,153.0
3458,male,41,176.0,81.0,6.0,81.0,39.3,15.0
3459,female,40,164.0,61.0,16.0,99.0,40.2,89.0
3460,male,42,203.0,98.0,30.0,110.0,41.0,220.0
3461,female,58,158.0,54.0,15.0,87.0,40.3,70.0
3462,female,46,158.0,53.0,2.0,81.0,38.5,7.0
3463,male,60,191.0,97.0,1.0,77.0,37.9,3.0
3464,female,20,166.0,59.0,6.0,78.0,39.2,20.0
3465,female,32,172.0,70.0,15.0,107.0,40.1,90.0
3466,female,42,158.0,60.0,7.0,82.0,39.4,28.0
3467,male,44,186.0,86.0,7.0,90.0,39.5,31.0
3468,male,32,187.0,91.0,18.0,91.0,40.6,70.0
3469,female,34,153.0,54.0,18.0,104.0,40.5,110.0
3470,male,64,178.0,82.0,16.0,104.0,40.2,114.0
3471,male,54,187.0,95.0,17.0,94.0,40.4,97.0
3472,male,45,186.0,93.0,22.0,98.0,40.8,126.0
3473,male,38,177.0,79.0,28.0,110.0,40.9,190.0
3474,male,40,176.0,74.0,14.0,93.0,40.4,62.0
3475,female,55,154.0,55.0,28.0,104.0,41.1,184.0
3476,male,40,179.0,79.0,5.0,91.0,39.0,21.0
3477,female,51,167.0,59.0,30.0,106.0,40.8,194.0
3478,male,20,180.0,79.0,3.0,79.0,38.6,5.0
3479,female,32,187.0,80.0,8.0,86.0,39.0,29.0
3480,male,73,190.0,92.0,8.0,98.0,39.2,55.0
3481,female,44,168.0,64.0,12.0,94.0,40.0,60.0
3482,female,61,168.0,69.0,9.0,97.0,39.5,51.0
3483,female,20,158.0,58.0,17.0,90.0,40.7,70.0
3484,female,57,172.0,67.0,15.0,89.0,40.2,71.0
3485,female,74,151.0,54.0,20.0,104.0,40.7,134.0
3486,female,60,175.0,66.0,5.0,93.0,39.4,26.0
3487,female,36,175.0,74.0,9.0,86.0,39.8,36.0
3488,female,60,158.0,57.0,7.0,85.0,39.4,32.0
3489,male,61,192.0,92.0,10.0,91.0,39.7,52.0
3490,female,38,161.0,64.0,17.0,96.0,40.3,87.0
3491,female,43,158.0,62.0,20.0,107.0,40.6,129.0
3492,female,71,161.0,65.0,14.0,91.0,40.3,73.0
3493,male,42,201.0,101.0,8.0,87.0,39.9,34.0
3494,female,38,158.0,60.0,28.0,107.0,40.8,183.0
3495,female,30,169.0,71.0,14.0,90.0,40.3,62.0
3496,female,54,158.0,57.0,10.0,95.0,39.7,55.0
3497,male,27,170.0,70.0,16.0,83.0,40.3,29.0
3498,female,60,181.0,73.0,4.0,82.0,38.8,16.0
3499,female,23,168.0,64.0,27.0,113.0,40.7,184.0
3500,male,37,175.0,78.0,20.0,96.0,40.7,94.0
3501,male,61,183.0,91.0,3.0,77.0,38.7,9.0
3502,female,24,162.0,61.0,16.0,100.0,40.5,87.0
3503,male,63,203.0,110.0,26.0,110.0,40.9,232.0
3504,female,64,156.0,55.0,22.0,104.0,40.7,140.0
3505,male,32,184.0,83.0,9.0,95.0,39.7,39.0
3506,female,75,162.0,57.0,22.0,106.0,40.7,157.0
3507,male,43,186.0,88.0,10.0,94.0,39.7,51.0
3508,female,56,153.0,56.0,19.0,93.0,40.5,100.0
3509,male,40,174.0,77.0,29.0,111.0,41.0,201.0
3510,female,70,176.0,72.0,6.0,88.0,39.4,29.0
3511,female,57,174.0,68.0,13.0,104.0,39.8,80.0
3512,female,68,169.0,68.0,7.0,85.0,39.6,31.0
3513,female,22,156.0,59.0,3.0,79.0,38.5,9.0
3514,female,29,169.0,68.0,16.0,91.0,40.5,74.0
3515,female,45,167.0,65.0,16.0,102.0,40.3,97.0
3516,female,28,169.0,64.0,3.0,83.0,38.7,11.0
3517,male,41,170.0,73.0,18.0,101.0,40.7,99.0
3518,female,20,160.0,61.0,29.0,107.0,41.2,176.0
3519,male,63,189.0,84.0,11.0,82.0,39.9,43.0
3520,male,46,174.0,74.0,22.0,97.0,40.6,125.0
3521,female,22,163.0,59.0,12.0,92.0,40.1,53.0
3522,male,55,182.0,89.0,24.0,101.0,40.7,158.0
3523,female,30,159.0,61.0,16.0,93.0,40.4,73.0
3524,female,33,180.0,75.0,1.0,78.0,37.8,3.0
3525,male,23,193.0,99.0,19.0,105.0,40.6,120.0
3526,male,65,176.0,78.0,2.0,81.0,38.1,6.0
3527,male,59,186.0,82.0,20.0,97.0,40.3,123.0
3528,female,43,159.0,61.0,19.0,94.0,40.6,95.0
3529,female,20,163.0,60.0,4.0,83.0,38.6,14.0
3530,male,29,192.0,92.0,5.0,77.0,39.2,11.0
3531,female,21,173.0,68.0,25.0,104.0,40.8,143.0
3532,male,59,186.0,92.0,23.0,97.0,40.8,145.0
3533,female,43,164.0,64.0,5.0,79.0,39.2,17.0
3534,female,30,163.0,56.0,27.0,103.0,40.6,156.0
3535,female,50,161.0,59.0,2.0,81.0,37.8,7.0
3536,female,20,174.0,69.0,1.0,82.0,38.4,4.0
3537,female,24,170.0,67.0,3.0,89.0,38.6,11.0
3538,female,21,171.0,77.0,26.0,111.0,40.9,161.0
3539,male,49,192.0,96.0,19.0,97.0,40.3,112.0
3540,male,51,195.0,95.0,11.0,89.0,39.9,52.0
3541,female,60,164.0,61.0,27.0,106.0,40.9,179.0
3542,female,44,174.0,69.0,12.0,92.0,40.3,57.0
3543,male,30,191.0,89.0,5.0,83.0,39.1,14.0
3544,male,45,192.0,92.0,8.0,92.0,39.4,37.0
3545,female,30,170.0,63.0,16.0,90.0,40.2,70.0
3546,male,21,179.0,80.0,19.0,98.0,40.7,82.0
3547,male,44,172.0,78.0,24.0,102.0,40.4,142.0
3548,female,21,172.0,74.0,8.0,86.0,39.8,24.0
3549,male,54,186.0,91.0,8.0,82.0,39.7,31.0
3550,female,63,175.0,67.0,9.0,87.0,39.7,42.0
3551,male,25,174.0,68.0,28.0,108.0,40.9,168.0
3552,female,46,156.0,59.0,24.0,105.0,40.6,153.0
3553,female,49,161.0,64.0,16.0,95.0,40.1,84.0
3554,female,27,170.0,62.0,4.0,77.0,38.7,11.0
3555,male,33,176.0,77.0,3.0,87.0,38.7,10.0
3556,male,74,184.0,94.0,23.0,107.0,40.7,183.0
3557,female,65,159.0,61.0,8.0,85.0,39.6,36.0
3558,male,30,188.0,89.0,27.0,109.0,40.8,176.0
3559,female,54,162.0,61.0,25.0,103.0,40.7,155.0
3560,female,58,170.0,68.0,12.0,96.0,40.1,66.0
3561,male,21,191.0,96.0,15.0,99.0,40.3,72.0
3562,male,65,189.0,92.0,14.0,94.0,40.1,85.0
3563,female,21,169.0,69.0,4.0,81.0,38.8,13.0
3564,female,38,155.0,54.0,3.0,77.0,38.4,11.0
3565,female,30,162.0,61.0,19.0,102.0,40.7,109.0
3566,male,34,158.0,62.0,5.0,89.0,39.1,17.0
3567,male,70,183.0,82.0,3.0,76.0,38.7,10.0
3568,female,76,159.0,61.0,16.0,103.0,40.7,120.0
3569,male,52,171.0,74.0,18.0,95.0,40.3,99.0
3570,female,24,180.0,75.0,5.0,82.0,39.1,16.0
3571,female,64,170.0,64.0,11.0,85.0,40.1,52.0
3572,female,54,164.0,63.0,10.0,82.0,39.8,38.0
3573,female,43,164.0,64.0,19.0,97.0,40.5,102.0
3574,female,29,164.0,59.0,12.0,92.0,39.8,57.0
3575,male,35,192.0,94.0,15.0,95.0,40.4,73.0
3576,female,26,160.0,61.0,2.0,75.0,38.0,5.0
3577,male,45,190.0,96.0,1.0,76.0,37.8,2.0
3578,female,21,162.0,57.0,28.0,107.0,41.1,154.0
3579,female,20,159.0,57.0,18.0,95.0,40.9,86.0
3580,female,73,160.0,64.0,28.0,108.0,41.0,197.0
3581,male,50,191.0,98.0,6.0,83.0,39.6,24.0
3582,female,65,172.0,71.0,12.0,99.0,40.0,70.0
3583,female,64,171.0,69.0,16.0,99.0,40.4,94.0
3584,female,41,163.0,63.0,23.0,97.0,40.7,125.0
3585,female,48,166.0,61.0,2.0,74.0,38.5,7.0
3586,male,21,193.0,95.0,11.0,96.0,39.9,43.0
3587,male,25,181.0,81.0,17.0,96.0,40.3,80.0
3588,male,54,182.0,88.0,15.0,101.0,40.1,98.0
3589,male,33,177.0,80.0,22.0,97.0,40.7,104.0
3590,male,33,192.0,91.0,2.0,78.0,38.2,5.0
3591,male,42,189.0,91.0,13.0,93.0,40.0,60.0
3592,male,46,176.0,82.0,24.0,108.0,40.6,170.0
3593,male,43,183.0,86.0,23.0,99.0,40.5,130.0
3594,female,28,155.0,59.0,23.0,106.0,40.6,144.0
3595,female,63,171.0,70.0,16.0,91.0,40.4,80.0
3596,male,21,181.0,80.0,22.0,107.0,40.8,128.0
3597,female,28,160.0,60.0,19.0,99.0,40.5,100.0
3598,male,71,173.0,75.0,18.0,97.0,40.5,118.0
3599,male,61,182.0,86.0,22.0,94.0,40.8,127.0
3600,female,23,176.0,72.0,16.0,104.0,40.5,87.0
3601,male,24,177.0,69.0,8.0,84.0,39.7,18.0
3602,female,25,166.0,65.0,24.0,99.0,40.7,124.0
3603,female,29,185.0,79.0,5.0,92.0,39.2,21.0
3604,male,56,182.0,86.0,9.0,97.0,39.9,54.0
3605,male,21,194.0,93.0,20.0,92.0,40.7,77.0
3606,male,63,191.0,92.0,12.0,88.0,40.0,59.0
3607,female,24,166.0,61.0,3.0,80.0,38.6,10.0
3608,female,33,166.0,64.0,15.0,94.0,40.3,73.0
3609,male,34,187.0,91.0,17.0,92.0,40.3,75.0
3610,female,45,187.0,76.0,16.0,99.0,40.6,90.0
3611,male,34,188.0,87.0,4.0,75.0,39.0,5.0
3612,male,42,178.0,81.0,8.0,88.0,39.5,32.0
3613,male,45,158.0,63.0,21.0,95.0,40.4,98.0
3614,male,67,164.0,67.0,24.0,102.0,40.9,166.0
3615,male,35,176.0,82.0,27.0,111.0,40.8,189.0
3616,male,42,180.0,85.0,17.0,89.0,40.5,71.0
3617,male,43,186.0,84.0,17.0,93.0,40.3,80.0
3618,male,35,183.0,86.0,12.0,97.0,39.9,59.0
3619,female,53,152.0,51.0,10.0,92.0,40.0,50.0
3620,female,26,178.0,74.0,25.0,100.0,40.7,133.0
3621,male,36,187.0,95.0,25.0,102.0,40.7,150.0
3622,male,44,181.0,81.0,12.0,95.0,40.0,62.0
3623,male,25,193.0,103.0,25.0,100.0,40.7,132.0
3624,male,45,190.0,94.0,26.0,111.0,40.9,202.0
3625,female,32,168.0,63.0,7.0,86.0,39.2,28.0
3626,male,34,197.0,92.0,21.0,98.0,40.7,115.0
3627,female,30,162.0,58.0,14.0,92.0,40.2,67.0
3628,female,52,170.0,71.0,22.0,104.0,40.8,138.0
3629,male,32,199.0,103.0,25.0,103.0,40.7,139.0
3630,female,73,171.0,72.0,24.0,104.0,40.7,158.0
3631,female,54,164.0,57.0,8.0,80.0,39.8,33.0
3632,male,71,193.0,103.0,14.0,101.0,40.1,111.0
3633,female,24,152.0,51.0,4.0,87.0,38.9,14.0
3634,female,41,166.0,63.0,11.0,94.0,39.8,55.0
3635,male,53,174.0,81.0,24.0,102.0,40.6,148.0
3636,female,35,161.0,61.0,29.0,113.0,40.7,200.0
3637,female,50,163.0,64.0,18.0,102.0,40.7,108.0
3638,male,50,174.0,81.0,10.0,84.0,39.6,35.0
3639,male,49,173.0,76.0,14.0,94.0,40.3,67.0
3640,male,48,198.0,101.0,14.0,88.0,40.3,62.0
3641,male,47,170.0,74.0,24.0,112.0,40.8,187.0
3642,female,45,174.0,73.0,5.0,73.0,39.4,15.0
3643,female,33,172.0,70.0,28.0,109.0,40.9,179.0
3644,male,48,187.0,91.0,12.0,91.0,40.1,58.0
3645,female,46,168.0,71.0,12.0,95.0,39.8,61.0
3646,female,50,179.0,70.0,17.0,96.0,40.5,91.0
3647,female,62,159.0,56.0,12.0,94.0,39.8,66.0
3648,male,46,192.0,94.0,21.0,100.0,40.9,125.0
3649,female,45,158.0,61.0,16.0,99.0,40.6,90.0
3650,female,31,161.0,59.0,8.0,84.0,39.8,32.0
3651,male,70,179.0,85.0,7.0,83.0,39.2,30.0
3652,male,21,192.0,83.0,27.0,107.0,40.9,155.0
3653,male,48,186.0,90.0,8.0,80.0,39.3,26.0
3654,male,29,193.0,92.0,12.0,90.0,39.8,48.0
3655,male,54,194.0,102.0,14.0,93.0,40.3,76.0
3656,female,51,156.0,56.0,20.0,101.0,40.3,119.0
3657,female,36,165.0,66.0,6.0,79.0,39.4,19.0
3658,male,37,189.0,90.0,18.0,101.0,40.5,108.0
3659,female,61,149.0,61.0,21.0,104.0,40.7,134.0
3660,female,34,169.0,62.0,22.0,97.0,40.5,114.0
3661,female,54,166.0,65.0,24.0,108.0,40.7,162.0
3662,male,48,164.0,68.0,5.0,93.0,39.0,26.0
3663,female,55,170.0,71.0,25.0,105.0,40.3,160.0
3664,male,39,179.0,83.0,21.0,99.0,40.7,110.0
3665,male,51,173.0,79.0,22.0,95.0,40.8,126.0
3666,female,32,175.0,70.0,30.0,104.0,40.9,175.0
3667,male,25,181.0,81.0,28.0,114.0,41.1,189.0
3668,male,73,193.0,102.0,24.0,107.0,40.8,224.0
3669,male,54,188.0,86.0,5.0,88.0,39.1,22.0
3670,male,50,181.0,89.0,29.0,110.0,40.8,220.0
3671,female,25,168.0,79.0,20.0,91.0,40.0,81.0
3672,male,20,183.0,81.0,16.0,86.0,40.7,38.0
3673,male,64,185.0,91.0,19.0,101.0,40.3,127.0
3674,female,22,169.0,68.0,28.0,110.0,40.7,180.0
3675,male,20,192.0,95.0,18.0,101.0,40.7,91.0
3676,female,40,167.0,66.0,7.0,84.0,39.4,27.0
3677,male,75,190.0,90.0,29.0,112.0,40.8,266.0
3678,male,35,179.0,76.0,13.0,98.0,39.9,66.0
3679,female,31,175.0,71.0,17.0,99.0,40.5,90.0
3680,male,25,179.0,79.0,21.0,100.0,40.7,102.0
3681,male,35,187.0,88.0,15.0,94.0,40.3,69.0
3682,male,65,202.0,103.0,24.0,103.0,40.6,176.0
3683,female,23,162.0,58.0,14.0,90.0,40.4,61.0
3684,female,51,153.0,54.0,3.0,80.0,38.0,11.0
3685,female,20,168.0,63.0,7.0,88.0,39.7,26.0
3686,female,54,159.0,59.0,22.0,98.0,40.4,129.0
3687,female,42,167.0,61.0,13.0,92.0,40.2,63.0
3688,male,42,175.0,74.0,14.0,89.0,40.2,56.0
3689,male,55,181.0,86.0,9.0,90.0,39.7,43.0
3690,female,45,175.0,70.0,16.0,100.0,40.1,92.0
3691,female,31,170.0,63.0,27.0,105.0,40.7,165.0
3692,female,63,152.0,51.0,2.0,91.0,38.0,10.0
3693,female,20,170.0,69.0,14.0,93.0,40.2,59.0
3694,female,22,165.0,61.0,23.0,107.0,40.8,142.0
3695,male,25,174.0,77.0,5.0,89.0,39.0,15.0
3696,male,34,185.0,85.0,4.0,81.0,38.9,10.0
3697,female,39,176.0,63.0,3.0,81.0,38.9,10.0
3698,female,20,171.0,68.0,28.0,109.0,41.1,176.0
3699,male,20,173.0,70.0,11.0,96.0,39.9,54.0
3700,female,35,148.0,52.0,28.0,117.0,40.7,213.0
3701,female,21,154.0,54.0,5.0,79.0,39.0,16.0
3702,male,43,188.0,88.0,18.0,99.0,40.0,104.0
3703,female,32,163.0,67.0,5.0,81.0,39.1,17.0
3704,female,40,162.0,61.0,29.0,116.0,40.9,216.0
3705,female,65,172.0,66.0,1.0,81.0,37.6,4.0
3706,female,66,171.0,69.0,11.0,95.0,39.7,61.0
3707,female,22,147.0,51.0,20.0,99.0,40.5,104.0
3708,male,20,176.0,77.0,28.0,101.0,40.7,137.0
3709,female,26,169.0,64.0,15.0,92.0,40.2,68.0
3710,male,47,184.0,85.0,9.0,93.0,39.7,45.0
3711,male,35,190.0,91.0,18.0,106.0,40.4,115.0
3712,female,26,162.0,66.0,27.0,103.0,40.7,157.0
3713,male,20,175.0,79.0,19.0,100.0,40.3,94.0
3714,male,42,177.0,80.0,9.0,95.0,39.7,43.0
3715,female,20,161.0,61.0,30.0,106.0,41.1,181.0
3716,male,65,193.0,90.0,15.0,90.0,40.5,80.0
3717,male,51,193.0,96.0,3.0,81.0,38.6,9.0
3718,male,20,163.0,69.0,18.0,88.0,40.1,64.0
3719,male,20,167.0,75.0,28.0,103.0,40.8,136.0
3720,male,37,199.0,102.0,30.0,110.0,41.1,220.0
3721,male,40,181.0,81.0,22.0,106.0,40.6,142.0
3722,female,23,149.0,50.0,28.0,104.0,40.7,160.0
3723,female,49,179.0,73.0,5.0,83.0,39.4,19.0
3724,male,28,174.0,77.0,28.0,113.0,41.0,195.0
3725,female,40,170.0,72.0,25.0,108.0,40.6,160.0
3726,male,37,195.0,98.0,10.0,83.0,39.7,32.0
3727,male,52,190.0,96.0,5.0,84.0,39.2,20.0
3728,male,48,195.0,101.0,10.0,96.0,39.6,56.0
3729,male,39,158.0,63.0,3.0,82.0,38.6,10.0
3730,female,29,171.0,69.0,29.0,117.0,40.9,209.0
3731,female,55,166.0,67.0,9.0,91.0,39.7,45.0
3732,female,46,159.0,61.0,25.0,106.0,40.6,164.0
3733,female,43,158.0,60.0,27.0,104.0,41.1,169.0
3734,female,28,176.0,70.0,7.0,76.0,39.4,11.0
3735,male,38,182.0,82.0,19.0,105.0,40.2,123.0
3736,female,25,156.0,59.0,5.0,89.0,39.0,20.0
3737,male,34,179.0,77.0,9.0,89.0,39.4,31.0
3738,male,27,179.0,79.0,19.0,104.0,40.3,108.0
3739,male,29,190.0,95.0,21.0,105.0,40.8,131.0
3740,male,73,183.0,81.0,11.0,96.0,39.8,67.0
3741,female,40,158.0,59.0,4.0,87.0,39.0,17.0
3742,female,79,162.0,60.0,14.0,96.0,39.8,84.0
3743,male,42,194.0,101.0,1.0,87.0,37.7,4.0
3744,female,61,167.0,69.0,25.0,107.0,40.7,170.0
3745,male,37,181.0,79.0,2.0,87.0,38.1,7.0
3746,female,29,165.0,67.0,29.0,109.0,40.8,185.0
3747,male,30,203.0,99.0,3.0,83.0,38.5,9.0
3748,female,21,173.0,72.0,21.0,96.0,40.5,100.0
3749,male,24,182.0,82.0,14.0,89.0,40.2,35.0
3750,male,42,183.0,85.0,14.0,91.0,40.4,60.0
3751,male,40,189.0,94.0,20.0,97.0,40.5,111.0
3752,male,24,182.0,87.0,26.0,107.0,40.7,154.0
3753,female,20,152.0,50.0,25.0,100.0,40.2,144.0
3754,male,74,192.0,102.0,14.0,98.0,40.0,100.0
3755,female,21,166.0,59.0,4.0,89.0,39.1,13.0
3756,female,48,161.0,56.0,6.0,88.0,39.3,29.0
3757,male,39,179.0,81.0,19.0,98.0,40.1,95.0
3758,male,43,181.0,82.0,25.0,115.0,40.7,206.0
3759,male,47,185.0,83.0,3.0,89.0,38.5,13.0
3760,male,22,184.0,88.0,15.0,93.0,40.3,58.0
3761,female,62,173.0,72.0,16.0,93.0,40.2,83.0
3762,female,50,173.0,68.0,2.0,80.0,38.1,7.0
3763,male,62,190.0,88.0,1.0,87.0,37.9,5.0
3764,male,59,192.0,104.0,26.0,106.0,40.9,207.0
3765,male,54,149.0,61.0,8.0,83.0,39.5,26.0
3766,male,51,193.0,94.0,2.0,83.0,38.3,9.0
3767,female,64,160.0,54.0,6.0,88.0,39.4,28.0
3768,male,35,187.0,94.0,21.0,106.0,40.7,142.0
3769,female,26,165.0,64.0,12.0,91.0,39.9,54.0
3770,male,21,201.0,103.0,5.0,85.0,39.1,15.0
3771,male,65,182.0,81.0,7.0,90.0,39.5,36.0
3772,male,30,172.0,81.0,14.0,95.0,40.2,62.0
3773,male,45,190.0,94.0,17.0,97.0,40.3,98.0
3774,female,31,163.0,61.0,3.0,77.0,38.7,10.0
3775,male,63,188.0,89.0,26.0,99.0,40.6,185.0
3776,female,61,169.0,73.0,24.0,104.0,40.4,155.0
3777,male,36,181.0,81.0,26.0,104.0,41.2,154.0
3778,male,34,190.0,95.0,7.0,87.0,39.6,25.0
3779,male,21,200.0,104.0,4.0,78.0,38.9,7.0
3780,male,41,190.0,84.0,25.0,93.0,40.7,112.0
3781,male,51,193.0,98.0,2.0,92.0,38.5,11.0
3782,female,45,179.0,72.0,29.0,110.0,40.9,194.0
3783,female,58,168.0,67.0,7.0,82.0,39.2,28.0
3784,male,26,177.0,78.0,2.0,81.0,38.4,4.0
3785,female,51,162.0,64.0,24.0,107.0,40.9,161.0
3786,male,35,172.0,78.0,22.0,101.0,40.4,117.0
3787,female,47,161.0,57.0,10.0,88.0,39.8,45.0
